,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
34,famrel,G2,0.7620253164556962,0.6303797468354431,0.4860759493670886,0.6378737541528239,1.0118880838970499,0.005710623297548456,1.0206944605736847,0.04936835106382966
35,G2,famrel,0.6303797468354431,0.7620253164556962,0.4860759493670886,0.7710843373493975,1.0118880838970499,0.005710623297548456,1.0395736175882744,0.03178510273972596
36,freetime,goout,0.3924050632911392,0.3518987341772152,0.20506329113924052,0.5225806451612903,1.4850313297748898,0.06697644608235861,1.3575094081423196,0.5375514403292182
37,goout,freetime,0.3518987341772152,0.3924050632911392,0.20506329113924052,0.5827338129496403,1.4850313297748898,0.06697644608235861,1.4561326931470975,0.5039544753086421
38,freetime,health,0.3924050632911392,0.5367088607594936,0.23544303797468355,0.6000000000000001,1.117924528301887,0.024835763499439223,1.1582278481012662,0.17361111111111133
39,health,freetime,0.5367088607594936,0.3924050632911392,0.23544303797468355,0.4386792452830189,1.1179245283018868,0.024835763499439223,1.0824380385065417,0.22768670309653943
40,G3,freetime,0.529113924050633,0.3924050632911392,0.21012658227848102,0.3971291866028708,1.012038894891187,0.0024995994231693797,1.0078360458107294,0.025262339681306027
41,freetime,G3,0.3924050632911392,0.529113924050633,0.21012658227848102,0.535483870967742,1.012038894891187,0.0024995994231693797,1.0137130801687764,0.01957831325301217
42,health,goout,0.5367088607594936,0.3518987341772152,0.20506329113924052,0.38207547169811323,1.0857540382788111,0.016196122416279463,1.0488356362933617,0.17047831073332004
43,goout,health,0.3518987341772152,0.5367088607594936,0.20506329113924052,0.5827338129496403,1.0857540382788111,0.016196122416279463,1.110301178524662,0.12186535493827175
44,G1,health,0.41265822784810124,0.5367088607594936,0.22278481012658227,0.5398773006134969,1.0059034610487325,0.0013074827751962947,1.0068860759493672,0.00999216300940448
45,health,G1,0.5367088607594936,0.41265822784810124,0.22278481012658227,0.41509433962264153,1.0059034610487325,0.0013074827751962947,1.004164965291956,0.012667660208643931
46,G3,health,0.529113924050633,0.5367088607594936,0.28607594936708863,0.5406698564593302,1.0073801570822427,0.002095817977888159,1.0086234177215192,0.015558093063088783
47,health,G3,0.5367088607594936,0.529113924050633,0.28607594936708863,0.5330188679245284,1.0073801570822425,0.002095817977888159,1.008362102032988,0.015813143769041055
48,G1,G2,0.41265822784810124,0.6303797468354431,0.41012658227848103,0.9938650306748468,1.5766132012713432,0.14999519307803238,60.24810126582422,0.6226851851851852
49,G2,G1,0.6303797468354431,0.41265822784810124,0.41012658227848103,0.6506024096385542,1.5766132012713432,0.14999519307803238,1.6810126582278482,0.9894723490613904
50,G1,G3,0.41265822784810124,0.529113924050633,0.4050632911392405,0.9815950920245399,1.8551677576540346,0.18672007691075146,25.58481012658227,0.784832974137931
51,G3,G1,0.529113924050633,0.41265822784810124,0.4050632911392405,0.7655502392344496,1.8551677576540344,0.18672007691075146,2.5051924567295263,0.9789314516129032
52,G3,G2,0.529113924050633,0.6303797468354431,0.5215189873417722,0.985645933014354,1.5635748736573085,0.1879762858516263,25.750210970464,0.7654504645578869
53,G2,G3,0.6303797468354431,0.529113924050633,0.5215189873417722,0.8273092369477911,1.5635748736573085,0.1879762858516263,2.7267589049161014,0.9751629206011436
54,"Medu, Fedu",famrel,0.42025316455696204,0.7620253164556962,0.3240506329113924,0.7710843373493975,1.0118880838970499,0.0038070821983656744,1.0395736175882744,0.020264737991266525
55,"Medu, famrel",Fedu,0.4481012658227848,0.4962025316455696,0.3240506329113924,0.7231638418079096,1.4573965179292057,0.10170165037654225,1.8198398346680444,0.5686639908256882
56,"Fedu, famrel",Medu,0.38734177215189874,0.5822784810126582,0.3240506329113924,0.8366013071895425,1.4367718101733447,0.09850985419003366,2.556455696202532,0.49619059917355385
57,Medu,"Fedu, famrel",0.5822784810126582,0.38734177215189874,0.3240506329113924,0.5565217391304348,1.4367718101733447,0.09850985419003366,1.3814842392653262,0.7277462121212123
58,Fedu,"Medu, famrel",0.4962025316455696,0.4481012658227848,0.3240506329113924,0.653061224489796,1.4573965179292057,0.10170165037654225,1.5907669396872677,0.622958542713568
59,famrel,"Medu, Fedu",0.7620253164556962,0.42025316455696204,0.3240506329113924,0.42524916943521596,1.0118880838970499,0.0038070821983656744,1.0086924709153435,0.04936835106383014
