antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
Fedu,"G2, G3",0.4962025316455696,0.5215189873417722,0.28860759493670884,0.5816326530612245,1.1152664949474935,0.029828553116487744,1.1436863229391787,0.20514854976637575
G3,"G2, Fedu",0.529113924050633,0.3493670886075949,0.28860759493670884,0.5454545454545454,1.5612648221343874,0.10375260374939912,1.4313924050632911,0.7634408602150539
"G2, G3",G1,0.5215189873417722,0.41265822784810124,0.4050632911392405,0.7766990291262136,1.8821847638334626,0.18985419003364845,2.630269675288938,0.979563492063492
"G2, G1",G3,0.41012658227848103,0.529113924050633,0.4050632911392405,0.9876543209876543,1.8666194104790594,0.1880596058323986,38.141772151898564,0.7870708154506436
"G3, G1",G2,0.4050632911392405,0.6303797468354431,0.4050632911392405,1.0,1.5863453815261044,0.14971959621855468,inf,0.6212765957446806
G2,"G3, G1",0.6303797468354431,0.4050632911392405,0.4050632911392405,0.642570281124498,1.5863453815261044,0.14971959621855468,1.6644858483857206,0.9999999999999998
G3,"G2, G1",0.529113924050633,0.41012658227848103,0.4050632911392405,0.7655502392344496,1.8666194104790592,0.1880596058323986,2.515990700077498,0.9859543010752687
G1,"G2, G3",0.41265822784810124,0.5215189873417722,0.4050632911392405,0.9815950920245399,1.8821847638334623,0.18985419003364845,25.997468354430374,0.7980064655172414
"Medu, G2, Fedu",G3,0.2936708860759494,0.529113924050633,0.25063291139240507,0.853448275862069,1.6129764065335752,0.0952475564813331,3.213104988830975,0.5380326563122261
"Medu, G2, G3",Fedu,0.3367088607594937,0.4962025316455696,0.25063291139240507,0.7443609022556391,1.500115083627436,0.08355712225604872,1.9707371556217426,0.5026216362094226
"Medu, Fedu, G3",G2,0.25063291139240507,0.6303797468354431,0.25063291139240507,1.0,1.5863453815261044,0.09263900016023072,inf,0.49324324324324315
"G2, Fedu, G3",Medu,0.28860759493670884,0.5822784810126582,0.25063291139240507,0.868421052631579,1.4914187643020596,0.08258291940394169,3.1746835443037984,0.46317265178475153
"Medu, G2","Fedu, G3",0.39746835443037976,0.28860759493670884,0.25063291139240507,0.6305732484076433,2.1848809922896413,0.13592052555680179,1.925665648188564,0.9000509294626942
"Medu, Fedu","G2, G3",0.42025316455696204,0.5215189873417722,0.25063291139240507,0.5963855421686747,1.1435548017311965,0.03146290658548309,1.1854902701681465,0.2165321335627012
"Medu, G3","G2, Fedu",0.3367088607594937,0.3493670886075949,0.25063291139240507,0.7443609022556391,2.130598234717228,0.1329979170004807,2.5451228592702906,0.8000231320842008
"G2, Fedu","Medu, G3",0.3493670886075949,0.3367088607594937,0.25063291139240507,0.7173913043478262,2.130598234717228,0.1329979170004807,2.347030185004869,0.8155877844593797
"G2, G3","Medu, Fedu",0.5215189873417722,0.42025316455696204,0.25063291139240507,0.48058252427184467,1.1435548017311965,0.03146290658548309,1.1161481130959423,0.2623590401368179
"Fedu, G3","Medu, G2",0.28860759493670884,0.39746835443037976,0.25063291139240507,0.868421052631579,2.1848809922896413,0.13592052555680179,4.579240506329115,0.7623207160573708
Medu,"G2, Fedu, G3",0.5822784810126582,0.28860759493670884,0.25063291139240507,0.43043478260869567,1.4914187643020596,0.08258291940394169,1.249009566141656,0.7887970615243344
G2,"Medu, Fedu, G3",0.6303797468354431,0.25063291139240507,0.25063291139240507,0.39759036144578314,1.5863453815261044,0.09263900016023072,1.2439493670886077,0.9999999999999999
Fedu,"Medu, G2, G3",0.4962025316455696,0.3367088607594937,0.25063291139240507,0.5051020408163266,1.500115083627436,0.08355712225604872,1.3402583844447347,0.6617430587279834
G3,"Medu, G2, Fedu",0.529113924050633,0.2936708860759494,0.25063291139240507,0.47368421052631576,1.6129764065335752,0.0952475564813331,1.342025316455696,0.8070489844683392
"Medu, G2, G3",G1,0.3367088607594937,0.41265822784810124,0.26582278481012656,0.7894736842105262,1.913141750080723,0.1268771030283608,2.789873417721518,0.719592875318066
"Medu, G2, G1",G3,0.2683544303797468,0.529113924050633,0.26582278481012656,0.9905660377358491,1.8721224158165566,0.12383271911552632,49.913924050632914,0.6367111550502552
"Medu, G3, G1",G2,0.26582278481012656,0.6303797468354431,0.26582278481012656,1.0,1.5863453815261044,0.09825348501842651,inf,0.5034482758620689
"G2, G3, G1",Medu,0.4050632911392405,0.5822784810126582,0.26582278481012656,0.6562499999999999,1.1270380434782608,0.029963146931581447,1.2151898734177211,0.1894630192502531
"Medu, G2","G3, G1",0.39746835443037976,0.4050632911392405,0.26582278481012656,0.6687898089171974,1.6510748407643312,0.10482294504085882,1.796251217137293,0.6544617847138856
"Medu, G3","G2, G1",0.3367088607594937,0.41012658227848103,0.26582278481012656,0.7894736842105262,1.9249512670565299,0.12772953052395444,2.801898734177214,0.7244274809160303
"Medu, G1","G2, G3",0.2708860759493671,0.5215189873417722,0.26582278481012656,0.9813084112149532,1.881635060339352,0.12455055279602625,25.598734177215036,0.6426256613756614
"G2, G3","Medu, G1",0.5215189873417722,0.2708860759493671,0.26582278481012656,0.5097087378640777,1.8816350603393521,0.12455055279602625,1.4871036470735681,0.9792391030486267
"G2, G1","Medu, G3",0.41012658227848103,0.3367088607594937,0.26582278481012656,0.648148148148148,1.9249512670565299,0.12772953052395444,1.8851432378414383,0.8145922746781113
"G3, G1","Medu, G2",0.4050632911392405,0.39746835443037976,0.26582278481012656,0.6562499999999999,1.651074840764331,0.10482294504085882,1.7528193325661674,0.6628166160081053
Medu,"G2, G3, G1",0.5822784810126582,0.4050632911392405,0.26582278481012656,0.45652173913043476,1.1270380434782608,0.029963146931581447,1.0946835443037977,0.2698412698412696
G2,"Medu, G3, G1",0.6303797468354431,0.26582278481012656,0.26582278481012656,0.4216867469879517,1.5863453815261042,0.09825348501842651,1.2695147679324894,1.0
G3,"Medu, G2, G1",0.529113924050633,0.2683544303797468,0.26582278481012656,0.5023923444976076,1.8721224158165568,0.12383271911552632,1.470326192794547,0.9892985151049667
G1,"Medu, G2, G3",0.41265822784810124,0.3367088607594937,0.26582278481012656,0.6441717791411042,1.913141750080723,0.1268771030283608,1.864076822348319,0.8126436781609194
"G2, Fedu, G3",G1,0.28860759493670884,0.41265822784810124,0.21518987341772153,0.7456140350877194,1.8068560972984613,0.09609357474763662,2.3088607594936716,0.6277161398367177
"G2, Fedu, G1",G3,0.21772151898734177,0.529113924050633,0.21518987341772153,0.9883720930232559,1.8679759652831869,0.09999038615606473,40.49620253164588,0.5939843898724538
"G2, G3, G1",Fedu,0.4050632911392405,0.4962025316455696,0.21518987341772153,0.53125,1.0706313775510206,0.014196442877743964,1.0747679324894515,0.11088861076345441
"Fedu, G3, G1",G2,0.21518987341772153,0.6303797468354431,0.21518987341772153,1.0,1.5863453815261044,0.0795385354911072,inf,0.4709677419354839
"G2, Fedu","G3, G1",0.3493670886075949,0.4050632911392405,0.21518987341772153,0.6159420289855073,1.5206068840579712,0.07367409069059447,1.5490804872223554,0.5262073701075761
"G2, G3","Fedu, G1",0.5215189873417722,0.22025316455696203,0.21518987341772153,0.412621359223301,1.8733958263586654,0.10032366607915398,1.3275028768699655,0.974354186118892
"G2, G1","Fedu, G3",0.41012658227848103,0.28860759493670884,0.21518987341772153,0.5246913580246914,1.8180095299978343,0.09682422688671688,1.4966957093539373,0.7627871749558193
"Fedu, G3","G2, G1",0.28860759493670884,0.41012658227848103,0.21518987341772153,0.7456140350877194,1.8180095299978343,0.09682422688671688,2.3188127455259724,0.632489009838811
"Fedu, G1","G2, G3",0.22025316455696203,0.5215189873417722,0.21518987341772153,0.9770114942528736,1.8733958263586654,0.10032366607915398,20.813924050632938,0.5978991596638656
"G3, G1","G2, Fedu",0.4050632911392405,0.3493670886075949,0.21518987341772153,0.53125,1.5206068840579712,0.07367409069059447,1.3880168776371309,0.5754693366708385
G2,"Fedu, G3, G1",0.6303797468354431,0.21518987341772153,0.21518987341772153,0.3413654618473896,1.5863453815261044,0.0795385354911072,1.1915714726767521,1.0000000000000002
Fedu,"G2, G3, G1",0.4962025316455696,0.4050632911392405,0.21518987341772153,0.43367346938775514,1.0706313775510206,0.014196442877743964,1.0505188733036834,0.13094886195684313
G3,"G2, Fedu, G1",0.529113924050633,0.21772151898734177,0.21518987341772153,0.4066985645933014,1.8679759652831867,0.09999038615606473,1.3185177623519804,0.9867805186590766
G1,"G2, Fedu, G3",0.41265822784810124,0.28860759493670884,0.21518987341772153,0.5214723926380369,1.8068560972984613,0.09609357474763662,1.4866277182732883,0.7602941176470589
